sourceNodeId,relationshipType,target_targetNode_gt_median
8699,CITES,1
8699,CITES,1
8703,CITES,1
8703,CITES,1
8703,CITES,1
8703,CITES,1
8703,CITES,1
8703,CITES,1
8703,CITES,0
8703,CITES,1
8703,CITES,1
8703,CITES,0
8703,CITES,1
8703,CITES,0
8703,CITES,0
8703,CITES,0
8703,CITES,0
8766,CITES,1
8821,CITES,1
8821,CITES,1
8832,CITES,1
8865,CITES,1
8865,CITES,1
8865,CITES,1
8865,CITES,1
8865,CITES,1
8865,CITES,1
8865,CITES,0
8872,CITES,1
8872,CITES,1
8872,CITES,1
8872,CITES,1
8872,CITES,1
8872,CITES,1
8872,CITES,1
8872,CITES,0
8874,CITES,1
8874,CITES,1
8874,CITES,1
8874,CITES,1
8874,CITES,1
8874,CITES,1
8874,CITES,0
8875,CITES,1
8875,CITES,1
8875,CITES,0
8875,CITES,1
8875,CITES,1
8961,CITES,1
8961,CITES,1
9513,CITES,1
9515,CITES,1
9515,CITES,0
9515,CITES,0
9559,CITES,1
9559,CITES,1
9581,CITES,1
9581,CITES,1
9586,CITES,1
9586,CITES,0
9708,CITES,1
9708,CITES,1
9708,CITES,1
9708,CITES,1
9708,CITES,1
9716,CITES,1
9716,CITES,0
9716,CITES,0
10169,CITES,1
10169,CITES,1
10169,CITES,1
10169,CITES,1
10169,CITES,0
10169,CITES,0
10169,CITES,1
10169,CITES,1
10169,CITES,0
10169,CITES,0
10169,CITES,0
10169,CITES,0
10169,CITES,1
10169,CITES,0
10169,CITES,0
10169,CITES,0
10169,CITES,1
10169,CITES,1
10169,CITES,0
10174,CITES,0
10177,CITES,0
10177,CITES,1
10177,CITES,0
10177,CITES,0
10177,CITES,0
10177,CITES,1
10177,CITES,0
10177,CITES,0
10177,CITES,1
10177,CITES,0
10177,CITES,0
10177,CITES,0
10177,CITES,0
10177,CITES,0
10177,CITES,0
10183,CITES,0
10183,CITES,0
10183,CITES,1
10183,CITES,1
10183,CITES,1
10183,CITES,1
10183,CITES,1
10183,CITES,0
10183,CITES,0
10183,CITES,0
10186,CITES,0
10430,CITES,1
10430,CITES,0
10435,CITES,1
10435,CITES,1
10435,CITES,1
10435,CITES,0
10435,CITES,0
10435,CITES,0
10531,CITES,1
10531,CITES,1
10531,CITES,1
10531,CITES,1
10531,CITES,1
10531,CITES,0
10531,CITES,0
10531,CITES,0
10531,CITES,0
10531,CITES,0
10531,CITES,1
10796,CITES,1
10796,CITES,1
10796,CITES,1
10796,CITES,1
10796,CITES,1
10796,CITES,0
10796,CITES,0
10796,CITES,0
10796,CITES,1
10796,CITES,0
10796,CITES,1
10796,CITES,0
10796,CITES,0
10796,CITES,0
10798,CITES,0
10798,CITES,0
10798,CITES,1
10798,CITES,0
10798,CITES,0
10798,CITES,1
10798,CITES,1
10798,CITES,0
10798,CITES,1
10798,CITES,0
10798,CITES,1
10981,CITES,1
10981,CITES,0
11093,CITES,0
11148,CITES,1
11148,CITES,1
11148,CITES,1
11148,CITES,0
11326,CITES,0
11335,CITES,1
11335,CITES,0
11335,CITES,1
11335,CITES,0
11335,CITES,1
11335,CITES,0
11335,CITES,0
11335,CITES,1
11335,CITES,1
11337,CITES,1
11339,CITES,0
11339,CITES,1
11339,CITES,0
11339,CITES,0
11339,CITES,0
11342,CITES,1
11342,CITES,0
11342,CITES,0
12155,CITES,1
12158,CITES,0
12158,CITES,1
12165,CITES,1
12165,CITES,1
12169,CITES,1
12169,CITES,0
12169,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,0
12182,CITES,0
12182,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,0
12182,CITES,0
12182,CITES,0
12182,CITES,1
12182,CITES,1
12182,CITES,1
12182,CITES,0
12182,CITES,0
12182,CITES,0
12182,CITES,0
12194,CITES,0
12195,CITES,1
12195,CITES,1
12195,CITES,1
12195,CITES,1
12195,CITES,1
12195,CITES,0
12195,CITES,0
12195,CITES,0
12197,CITES,1
12197,CITES,1
12197,CITES,0
12198,CITES,1
12198,CITES,0
12198,CITES,0
12198,CITES,0
12198,CITES,0
12198,CITES,0
12199,CITES,1
12199,CITES,0
12210,CITES,1
12210,CITES,0
12210,CITES,0
12210,CITES,0
12210,CITES,0
12210,CITES,0
12210,CITES,0
12211,CITES,0
12238,CITES,1
12238,CITES,1
12238,CITES,1
12238,CITES,0
12247,CITES,1
12247,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12330,CITES,1
12337,CITES,1
12337,CITES,0
12337,CITES,0
12337,CITES,0
12337,CITES,1
12337,CITES,0
12347,CITES,0
12347,CITES,0
12350,CITES,1
12350,CITES,1
12350,CITES,1
12350,CITES,1
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,1
12350,CITES,1
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12350,CITES,0
12359,CITES,1
12359,CITES,0
12359,CITES,1
12439,CITES,1
12439,CITES,1
12439,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,1
12576,CITES,0
12576,CITES,1
12576,CITES,0
12576,CITES,0
12576,CITES,0
12576,CITES,1
12576,CITES,1
12576,CITES,0
12576,CITES,0
12576,CITES,0
12576,CITES,0
12631,CITES,1
12631,CITES,1
12631,CITES,1
12631,CITES,0
12631,CITES,1
12631,CITES,0
12631,CITES,0
12631,CITES,0
12638,CITES,1
12638,CITES,1
12638,CITES,1
12638,CITES,0
12638,CITES,1
12638,CITES,0
12638,CITES,0
13024,CITES,1
13136,CITES,1
13136,CITES,1
13193,CITES,0
13193,CITES,1
13195,CITES,1
13195,CITES,1
13195,CITES,1
13205,CITES,1
13205,CITES,0
13208,CITES,1
13208,CITES,1
13212,CITES,1
13212,CITES,1
13212,CITES,0
13212,CITES,1
13212,CITES,1
13212,CITES,1
13212,CITES,1
13213,CITES,1
13213,CITES,1
13269,CITES,0
13652,CITES,0
13652,CITES,0
13652,CITES,0
13654,CITES,1
13654,CITES,1
13654,CITES,0
13654,CITES,1
13656,CITES,1
13658,CITES,1
13658,CITES,1
13658,CITES,1
13658,CITES,0
13658,CITES,1
13658,CITES,1
13658,CITES,1
13686,CITES,1
13686,CITES,1
13686,CITES,0
13686,CITES,0
13717,CITES,1
13717,CITES,0
13717,CITES,0
13885,CITES,1
13885,CITES,0
13885,CITES,0
13885,CITES,0
13885,CITES,0
13917,CITES,1
13966,CITES,0
13972,CITES,1
13972,CITES,0
13982,CITES,0
14062,CITES,1
14062,CITES,1
14062,CITES,1
14062,CITES,1
14062,CITES,1
14062,CITES,1
14062,CITES,0
14062,CITES,0
14062,CITES,1
14062,CITES,1
14062,CITES,1
14083,CITES,1
14090,CITES,1
14090,CITES,1
14428,CITES,1
14428,CITES,1
14428,CITES,0
14428,CITES,0
14428,CITES,0
14428,CITES,0
14429,CITES,1
14429,CITES,1
14429,CITES,1
14429,CITES,0
14429,CITES,0
14429,CITES,0
14430,CITES,1
14430,CITES,1
14430,CITES,1
14430,CITES,0
14430,CITES,0
14430,CITES,0
14430,CITES,0
14431,CITES,1
14529,CITES,1
14529,CITES,1
14529,CITES,1
14529,CITES,1
14531,CITES,1
14531,CITES,1
14531,CITES,1
14531,CITES,0
14531,CITES,1
14531,CITES,0
14545,CITES,1
14545,CITES,0
14549,CITES,1
14549,CITES,1
14807,CITES,1
14807,CITES,1
15076,CITES,0
15076,CITES,1
15429,CITES,0
15429,CITES,0
15429,CITES,1
15429,CITES,1
15429,CITES,1
15429,CITES,1
15429,CITES,0
15429,CITES,0
15429,CITES,1
15429,CITES,1
15429,CITES,1
15429,CITES,1
15429,CITES,0
15429,CITES,0
15429,CITES,0
15429,CITES,0
15429,CITES,0
15429,CITES,0
15429,CITES,0
15431,CITES,0
15670,CITES,0
15889,CITES,1
15889,CITES,1
15889,CITES,1
15889,CITES,1
15889,CITES,0
15889,CITES,1
15889,CITES,1
15892,CITES,1
15892,CITES,1
15984,CITES,1
15984,CITES,1
15984,CITES,1
15984,CITES,1
15987,CITES,1
15987,CITES,1
15987,CITES,0
15987,CITES,1
15987,CITES,1
15987,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,1
16008,CITES,0
16008,CITES,0
16008,CITES,1
16008,CITES,1
16437,CITES,1
16437,CITES,0
16437,CITES,0
16437,CITES,1
16437,CITES,1
16437,CITES,0
16451,CITES,1
16461,CITES,1
16470,CITES,1
16471,CITES,1
16471,CITES,1
16471,CITES,1
16471,CITES,0
16471,CITES,1
16474,CITES,0
16476,CITES,1
16476,CITES,1
16476,CITES,0
16476,CITES,0
16485,CITES,1
16485,CITES,1
16485,CITES,1
16485,CITES,1
16485,CITES,1
16485,CITES,1
16485,CITES,0
16485,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16819,CITES,1
16843,CITES,1
16843,CITES,1
16843,CITES,1
17201,CITES,1
17201,CITES,1
17201,CITES,1
17201,CITES,0
17201,CITES,1
17201,CITES,0
17201,CITES,0
17208,CITES,1
17208,CITES,1
17208,CITES,1
17208,CITES,0
17208,CITES,0
17242,CITES,1
17242,CITES,1
17363,CITES,1
17476,CITES,1
17476,CITES,1
17476,CITES,1
17476,CITES,1
17476,CITES,1
17476,CITES,0
17476,CITES,0
17476,CITES,1
17476,CITES,1
17477,CITES,1
17488,CITES,1
17798,CITES,1
17798,CITES,1
17798,CITES,0
17798,CITES,1
17798,CITES,0
17798,CITES,0
17811,CITES,1
17811,CITES,0
17821,CITES,1
18251,CITES,1
18313,CITES,1
18532,CITES,0
18536,CITES,1
18536,CITES,1
18536,CITES,0
18615,CITES,1
18615,CITES,0
18615,CITES,1
18619,CITES,1
18619,CITES,0
18619,CITES,0
18770,CITES,0
18770,CITES,1
18770,CITES,1
18773,CITES,1
18773,CITES,0
18774,CITES,0
18777,CITES,1
18777,CITES,1
18777,CITES,1
18777,CITES,1
18777,CITES,0
18777,CITES,0
18777,CITES,1
18777,CITES,1
18777,CITES,1
18777,CITES,0
18777,CITES,0
18777,CITES,0
18777,CITES,0
18781,CITES,1
18781,CITES,0
18781,CITES,0
18811,CITES,1
18811,CITES,1
18811,CITES,0
18812,CITES,0
18812,CITES,1
18815,CITES,1
18815,CITES,0
18832,CITES,1
18832,CITES,0
18832,CITES,1
18832,CITES,0
18834,CITES,1
18834,CITES,1
18834,CITES,0
19045,CITES,1
19045,CITES,1
19045,CITES,1
19045,CITES,0
19231,CITES,1
19231,CITES,1
19231,CITES,0
19231,CITES,0
19231,CITES,0
19231,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,0
19621,CITES,1
19621,CITES,1
19621,CITES,0
19621,CITES,0
19621,CITES,0
19621,CITES,0
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,0
19621,CITES,1
19621,CITES,0
19621,CITES,0
19621,CITES,1
19621,CITES,0
19621,CITES,1
19621,CITES,1
19621,CITES,1
19621,CITES,1
19697,CITES,1
19697,CITES,1
19697,CITES,0
19697,CITES,0
19697,CITES,0
20178,CITES,0
20178,CITES,0
20178,CITES,0
20179,CITES,0
20179,CITES,0
20179,CITES,0
20179,CITES,0
20180,CITES,0
20180,CITES,0
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,0
20193,CITES,0
20193,CITES,1
20193,CITES,0
20193,CITES,1
20193,CITES,1
20193,CITES,1
20193,CITES,0
20526,CITES,1
20526,CITES,1
20528,CITES,1
20528,CITES,1
20528,CITES,1
20534,CITES,1
20534,CITES,1
20534,CITES,1
20534,CITES,1
20534,CITES,0
20534,CITES,0
20534,CITES,0
20584,CITES,1
20584,CITES,1
20584,CITES,1
20584,CITES,0
20584,CITES,0
20584,CITES,1
20584,CITES,1
20584,CITES,0
20592,CITES,0
20601,CITES,1
20601,CITES,1
20601,CITES,1
20601,CITES,0
20601,CITES,0
20601,CITES,0
20601,CITES,1
20601,CITES,0
20601,CITES,0
20601,CITES,0
20601,CITES,0
20602,CITES,1
20602,CITES,1
20602,CITES,0
20602,CITES,0
20602,CITES,0
20602,CITES,0
20602,CITES,0
20602,CITES,0
20602,CITES,0
20821,CITES,1
20821,CITES,1
20857,CITES,1
20857,CITES,1
20923,CITES,1
20923,CITES,1
20923,CITES,0
20923,CITES,1
20923,CITES,1
20924,CITES,1
20924,CITES,1
20924,CITES,1
20924,CITES,1
20924,CITES,1
20924,CITES,1
20972,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,0
22229,CITES,1
22229,CITES,1
22229,CITES,1
22229,CITES,1
22241,CITES,1
22241,CITES,1
22241,CITES,1
22241,CITES,1
22386,CITES,1
22386,CITES,1
22386,CITES,1
22386,CITES,1
22386,CITES,0
22386,CITES,0
22386,CITES,0
22386,CITES,0
22431,CITES,1
22431,CITES,1
22431,CITES,0
22431,CITES,0
22431,CITES,0
22431,CITES,0
22563,CITES,0
22563,CITES,1
22563,CITES,1
22563,CITES,1
22563,CITES,1
22563,CITES,1
22563,CITES,1
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,1
22563,CITES,0
22563,CITES,0
22563,CITES,0
22563,CITES,0
22564,CITES,0
22564,CITES,1
22564,CITES,0
22566,CITES,0
22566,CITES,1
22835,CITES,1
22835,CITES,0
22869,CITES,0
22874,CITES,0
22875,CITES,1
22875,CITES,1
22875,CITES,0
22883,CITES,0
22886,CITES,1
22886,CITES,1
22886,CITES,0
23069,CITES,0
23069,CITES,0
23070,CITES,1
23070,CITES,1
23070,CITES,1
23070,CITES,0
23070,CITES,0
23116,CITES,1
23116,CITES,1
23116,CITES,0
23116,CITES,0
23116,CITES,1
23258,CITES,1
23258,CITES,1
23258,CITES,0
23502,CITES,1
23502,CITES,0
23507,CITES,1
23507,CITES,0
23507,CITES,1
23507,CITES,1
23507,CITES,0
23507,CITES,1
23507,CITES,0
23546,CITES,0
23738,CITES,1
23738,CITES,1
23738,CITES,1
23738,CITES,0
23738,CITES,0
23738,CITES,1
23738,CITES,1
23738,CITES,1
23738,CITES,0
23738,CITES,0
23738,CITES,0
23738,CITES,1
23738,CITES,0
23738,CITES,0
23738,CITES,0
23774,CITES,1
23774,CITES,1
23774,CITES,0
24043,CITES,1
24043,CITES,0
24043,CITES,1
24476,CITES,1
24476,CITES,1
24476,CITES,1
24530,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,1
24966,CITES,0
24966,CITES,1
24966,CITES,1
24966,CITES,0
24966,CITES,1
24966,CITES,0
24966,CITES,0
24966,CITES,0
24966,CITES,1
24966,CITES,0
24966,CITES,1
24966,CITES,0
24966,CITES,0
24966,CITES,0
24974,CITES,1
24974,CITES,1
24974,CITES,1
24974,CITES,0
24974,CITES,0
24974,CITES,0
25181,CITES,1
25181,CITES,1
25181,CITES,1
25181,CITES,0
25181,CITES,0
25181,CITES,0
25184,CITES,1
25184,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,1
25702,CITES,0
25772,CITES,1
25772,CITES,1
25772,CITES,1
25772,CITES,1
25772,CITES,0
25772,CITES,1
25791,CITES,0
25791,CITES,0
25794,CITES,1
25805,CITES,1
25805,CITES,1
25805,CITES,1
25805,CITES,1
26850,CITES,1
27174,CITES,1
27174,CITES,0
27174,CITES,0
27174,CITES,0
27199,CITES,1
27199,CITES,1
27203,CITES,1
27203,CITES,1
27203,CITES,1
27230,CITES,0
27241,CITES,1
27241,CITES,1
27243,CITES,1
27243,CITES,0
27246,CITES,1
27249,CITES,1
27249,CITES,0
27510,CITES,1
27510,CITES,1
27510,CITES,1
27510,CITES,1
27514,CITES,1
27530,CITES,1
27530,CITES,1
27530,CITES,0
27530,CITES,1
27530,CITES,0
27531,CITES,1
27531,CITES,1
27535,CITES,1
27535,CITES,0
27535,CITES,1
27535,CITES,1
27535,CITES,0
27543,CITES,1
27543,CITES,1
27543,CITES,0
27606,CITES,1
27606,CITES,1
27606,CITES,1
27612,CITES,1
27612,CITES,0
27623,CITES,1
27623,CITES,1
27623,CITES,1
27623,CITES,0
27623,CITES,0
27623,CITES,1
27623,CITES,1
27623,CITES,1
27623,CITES,0
27627,CITES,1
27627,CITES,1
27627,CITES,0
27627,CITES,0
27627,CITES,0
27627,CITES,0
27627,CITES,1
27627,CITES,1
27627,CITES,1
27631,CITES,0
27631,CITES,0
27631,CITES,0
27632,CITES,0
27895,CITES,1
27895,CITES,1
27895,CITES,1
27895,CITES,1
27895,CITES,1
27895,CITES,0
27895,CITES,0
28026,CITES,0
28026,CITES,0
28202,CITES,1
28202,CITES,1
28202,CITES,1
28227,CITES,0
28227,CITES,0
28230,CITES,1
28230,CITES,1
28249,CITES,1
28249,CITES,1
28249,CITES,1
28254,CITES,1
28254,CITES,1
28254,CITES,1
28254,CITES,1
28265,CITES,1
28265,CITES,0
28267,CITES,1
28278,CITES,1
28287,CITES,1
28287,CITES,1
28287,CITES,1
28287,CITES,0
28287,CITES,1
28287,CITES,1
28287,CITES,1
28287,CITES,0
28290,CITES,1
28290,CITES,1
28290,CITES,0
28290,CITES,1
28290,CITES,0
28290,CITES,0
28336,CITES,1
28350,CITES,1
28350,CITES,1
28350,CITES,1
28350,CITES,0
28350,CITES,1
28350,CITES,0
28350,CITES,1
28350,CITES,0
28350,CITES,0
28350,CITES,1
28350,CITES,1
28350,CITES,0
28359,CITES,0
28385,CITES,1
28385,CITES,1
28385,CITES,1
28387,CITES,1
28389,CITES,1
28412,CITES,1
28412,CITES,0
28412,CITES,0
28412,CITES,0
28447,CITES,1
28447,CITES,1
28447,CITES,1
28471,CITES,0
28485,CITES,1
28485,CITES,0
28487,CITES,1
28487,CITES,0
28487,CITES,1
28487,CITES,0
28487,CITES,0
28489,CITES,0
28489,CITES,0
28491,CITES,1
28491,CITES,1
28491,CITES,1
28491,CITES,1
28504,CITES,1
28504,CITES,1
28504,CITES,1
28504,CITES,1
28504,CITES,0
28504,CITES,0
28542,CITES,1
28542,CITES,1
28632,CITES,0
28640,CITES,1
28640,CITES,0
28649,CITES,0
28649,CITES,1
28649,CITES,1
28851,CITES,0
28851,CITES,1
28851,CITES,1
28957,CITES,1
28957,CITES,1
28957,CITES,1
28957,CITES,1
28957,CITES,0
28957,CITES,0
28957,CITES,0
28957,CITES,0
28957,CITES,0
28964,CITES,1
28964,CITES,1
29492,CITES,1
29492,CITES,1
29492,CITES,1
29492,CITES,1
29492,CITES,1
29492,CITES,0
29492,CITES,0
29492,CITES,1
29708,CITES,1
29723,CITES,1
29723,CITES,1
29723,CITES,0
29723,CITES,0
29738,CITES,1
30817,CITES,1
30817,CITES,0
30817,CITES,1
30817,CITES,0
30895,CITES,1
30895,CITES,1
30895,CITES,1
30895,CITES,1
30895,CITES,0
30934,CITES,0
31055,CITES,1
31083,CITES,1
31083,CITES,0
31105,CITES,1
31105,CITES,1
31336,CITES,1
31336,CITES,0
31336,CITES,1
31349,CITES,1
31353,CITES,0
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,1
31353,CITES,0
31353,CITES,0
31353,CITES,0
31353,CITES,0
31353,CITES,1
31353,CITES,1
31479,CITES,1
31479,CITES,1
31479,CITES,0
31479,CITES,0
31479,CITES,1
31479,CITES,1
31479,CITES,0
31483,CITES,1
31483,CITES,1
31483,CITES,0
31483,CITES,0
31489,CITES,1
31489,CITES,1
31489,CITES,1
31489,CITES,0
31489,CITES,0
31489,CITES,1
31489,CITES,1
31489,CITES,1
31489,CITES,1
31489,CITES,1
31489,CITES,0
31769,CITES,0
31769,CITES,0
31863,CITES,1
31863,CITES,0
31927,CITES,1
31927,CITES,1
31927,CITES,1
31927,CITES,0
31932,CITES,1
32083,CITES,1
32083,CITES,1
32083,CITES,1
32083,CITES,1
32083,CITES,0
32083,CITES,1
32083,CITES,0
32083,CITES,0
32083,CITES,0
32083,CITES,1
32260,CITES,0
32260,CITES,0
32276,CITES,0
32276,CITES,1
32276,CITES,0
32276,CITES,1
32276,CITES,1
32276,CITES,0
32688,CITES,0
32688,CITES,0
32698,CITES,0
32872,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33231,CITES,1
33301,CITES,1
33301,CITES,0
33325,CITES,1
33325,CITES,0
33325,CITES,1
33412,CITES,1
33412,CITES,1
33412,CITES,0
33818,CITES,1
33818,CITES,1
33818,CITES,0
33818,CITES,0
33818,CITES,0
33823,CITES,1
33823,CITES,0
33823,CITES,0
33823,CITES,0
33823,CITES,0
33895,CITES,1
33895,CITES,1
33895,CITES,1
33895,CITES,0
33895,CITES,1
33895,CITES,0
33904,CITES,1
33904,CITES,1
33907,CITES,1
33907,CITES,1
33907,CITES,1
33907,CITES,1
33907,CITES,1
34082,CITES,1
34082,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,1
34257,CITES,0
34257,CITES,0
34257,CITES,1
34257,CITES,0
34257,CITES,0
34263,CITES,1
34263,CITES,0
34263,CITES,0
34266,CITES,1
34266,CITES,0
34266,CITES,0
34315,CITES,1
34315,CITES,0
34355,CITES,1
34708,CITES,1
34708,CITES,1
34708,CITES,1
34961,CITES,0
34961,CITES,0
34979,CITES,1
34979,CITES,1
34979,CITES,0
35061,CITES,1
35061,CITES,1
35061,CITES,1
35061,CITES,1
35061,CITES,1
35061,CITES,0
35061,CITES,1
35061,CITES,1
35061,CITES,0
35061,CITES,0
35061,CITES,1
35061,CITES,1
35335,CITES,1
35335,CITES,0
35335,CITES,0
35343,CITES,1
35490,CITES,1
35490,CITES,1
35490,CITES,0
35490,CITES,0
35778,CITES,1
35778,CITES,1
35778,CITES,1
35778,CITES,1
35778,CITES,0
35778,CITES,1
35778,CITES,0
35797,CITES,1
35797,CITES,1
35797,CITES,1
35797,CITES,1
35797,CITES,1
35797,CITES,1
35797,CITES,1
35797,CITES,0
35797,CITES,0
35797,CITES,1
35852,CITES,0
35852,CITES,1
35852,CITES,0
35852,CITES,1
35863,CITES,1
35863,CITES,0
35863,CITES,0
35905,CITES,1
35905,CITES,1
35905,CITES,1
35905,CITES,0
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,1
35922,CITES,0
35922,CITES,0
35922,CITES,0
36131,CITES,1
36131,CITES,0
36131,CITES,0
36140,CITES,1
36140,CITES,1
36140,CITES,1
36140,CITES,0
36140,CITES,0
36140,CITES,0
36140,CITES,1
36140,CITES,1
36140,CITES,0
36140,CITES,0
36140,CITES,0
36140,CITES,0
36145,CITES,1
36145,CITES,1
36145,CITES,1
36145,CITES,1
36145,CITES,0
36162,CITES,1
36162,CITES,1
36162,CITES,1
36162,CITES,1
36162,CITES,1
36162,CITES,1
36162,CITES,0
36167,CITES,0
36620,CITES,1
36620,CITES,1
36620,CITES,1
36802,CITES,1
36802,CITES,0
36802,CITES,1
36802,CITES,0
36802,CITES,1
36802,CITES,1
37483,CITES,1
37483,CITES,1
37483,CITES,0
37483,CITES,0
37483,CITES,0
37541,CITES,1
37541,CITES,1
37879,CITES,1
37884,CITES,1
37888,CITES,1
37888,CITES,1
37888,CITES,1
37888,CITES,1
37888,CITES,0
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,1
38205,CITES,0
38480,CITES,1
38537,CITES,1
38537,CITES,1
38537,CITES,1
38537,CITES,1
38537,CITES,1
38537,CITES,1
38722,CITES,1
38722,CITES,1
38722,CITES,0
38722,CITES,0
38722,CITES,0
38722,CITES,0
38771,CITES,1
38829,CITES,1
38829,CITES,1
38829,CITES,1
38839,CITES,1
38845,CITES,1
38845,CITES,1
38846,CITES,1
38846,CITES,0
39126,CITES,1
39126,CITES,0
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,1
39127,CITES,0
39127,CITES,0
39127,CITES,0
39127,CITES,0
39127,CITES,1
39127,CITES,1
39127,CITES,0
39130,CITES,1
39130,CITES,0
39130,CITES,0
39130,CITES,1
39131,CITES,1
39131,CITES,1
39131,CITES,0
39131,CITES,0
39165,CITES,1
39165,CITES,1
39165,CITES,0
39199,CITES,0
39199,CITES,0
39199,CITES,0
39210,CITES,0
39210,CITES,0
39403,CITES,0
39474,CITES,0
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,0
39890,CITES,0
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
39890,CITES,1
40124,CITES,1
40124,CITES,1
40125,CITES,1
40131,CITES,1
40135,CITES,1
40135,CITES,0
40151,CITES,1
40151,CITES,1
40151,CITES,1
40151,CITES,1
40151,CITES,1
40151,CITES,1
40151,CITES,0
40151,CITES,0
40151,CITES,1
40605,CITES,0
40605,CITES,1
40605,CITES,1
40886,CITES,1
40886,CITES,1
40886,CITES,1
40886,CITES,1
40886,CITES,1
40886,CITES,1
40886,CITES,1
41216,CITES,1
41417,CITES,1
41417,CITES,1
41417,CITES,1
41666,CITES,1
41714,CITES,0
41714,CITES,1
41714,CITES,1
41714,CITES,1
41714,CITES,1
41714,CITES,1
41714,CITES,1
41714,CITES,0
41714,CITES,1
41714,CITES,1
41714,CITES,0
42156,CITES,1
42156,CITES,1
42156,CITES,1
42156,CITES,1
42207,CITES,1
42209,CITES,0
42221,CITES,1
42221,CITES,0
42221,CITES,0
42221,CITES,0
42221,CITES,1
42847,CITES,1
42848,CITES,1
42848,CITES,1
43165,CITES,1
43186,CITES,1
43186,CITES,1
43186,CITES,0
43639,CITES,1
43639,CITES,1
43698,CITES,1
43698,CITES,0
43698,CITES,1
44017,CITES,1
44017,CITES,1
44017,CITES,0
44121,CITES,1
44368,CITES,1
44455,CITES,1
44455,CITES,1
44455,CITES,1
44455,CITES,1
44455,CITES,0
44455,CITES,1
44514,CITES,1
44514,CITES,1
44514,CITES,1
45052,CITES,1
45052,CITES,0
45188,CITES,1
45188,CITES,1
45188,CITES,1
45188,CITES,0
45188,CITES,1
45189,CITES,1
45189,CITES,1
